Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Rico Henry,eng ENG,DF,28-072,4,1,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.3,9.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18,Matches,Brentford
Fabio Carvalho,pt POR,"FW,MF",23-019,3,1,92.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,2.0,2.0,5.0,0.98,0.0,0.98,0.98,0.98,0.68,0.0,0.68,0.68,0.68,Matches,Brentford
Ethan Pinnock,jm JAM,DF,32-112,1,1,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford
Antoni Milambo,nl NED,MF,20-168,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford
Frank Onyeka,ng NGA,MF,27-260,3,0,64.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,1.0,1.0,0.0,1.41,1.41,0.0,1.41,0.0,0.17,0.17,0.0,0.17,Matches,Brentford
Aaron Hickey,sct SCO,"DF,FW",23-100,3,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford
Kristoffer Ajer,no NOR,DF,27-154,2,0,14.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,1.0,0.0,0.0,6.43,6.43,0.0,6.43,0.26,4.31,4.57,0.26,4.57,Matches,Brentford
Benjamin Arthur,eng ENG,DF,19-344,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Vitaly Janelt,de GER,MF,27-131,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Reiss Nelson,eng ENG,"FW,MF",25-282,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Myles Peart-Harris,eng ENG,MF,23-000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Mads Roerslev,dk DEN,"DF,MF",26-086,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Hákon Valdimarsson,is ISL,GK,23-340,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford
Squad Total,,,25.1,4,44,360.0,4.0,5.0,3.0,8.0,4.0,1.0,2.0,8.0,0.0,5.2,3.7,3.3,7.0,54.0,79.0,78.0,1.25,0.75,2.0,1.0,1.75,1.3,0.82,2.12,0.92,1.74,,Brentford
Opponent Total,,,26.4,4,44,360.0,4.0,7.0,4.0,11.0,6.0,1.0,1.0,8.0,0.0,5.8,5.0,4.3,9.3,88.0,176.0,174.0,1.75,1.0,2.75,1.5,2.5,1.44,1.08,2.53,1.25,2.33,,Brentford
Lewis Dunk,eng ENG,DF,33-301,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,Matches,Brighton-and-Hove-Albion
Jan Paul van Hecke,nl NED,DF,25-102,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Brighton-and-Hove-Albion
Bart Verbruggen,nl NED,GK,23-031,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Brighton-and-Hove-Albion
Kaoru Mitoma,jp JPN,FW,28-121,4,4,352.0,3.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.0,1.7,10.0,8.0,25.0,0.26,0.26,0.51,0.26,0.51,0.17,0.25,0.42,0.17,0.42,Matches,Brighton-and-Hove-Albion
Yankuba Minteh,gm GAM,FW,21-058,4,4,337.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.3,1.8,21.0,4.0,29.0,0.0,0.27,0.27,0.0,0.27,0.13,0.35,0.49,0.13,0.49,Matches,Brighton-and-Hove-Albion
Maxim De Cuyper,be BEL,DF,24-270,4,4,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Brighton-and-Hove-Albion
Danny Welbeck,eng ENG,FW,34-296,4,3,238.0,2.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7,0.9,0.1,0.9,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.63,0.02,0.65,0.33,0.35,Matches,Brighton-and-Hove-Albion
Carlos Baleba,cm CMR,MF,21-258,4,3,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Brighton-and-Hove-Albion
Yasin Ayari,se SWE,MF,21-347,4,2,274.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,1.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Brighton-and-Hove-Albion
Joël Veltman,nl NED,DF,33-246,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Brighton-and-Hove-Albion
Matt O'Riley,dk DEN,MF,24-301,2,2,177.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.2,0.4,0.2,0.6,0.0,5.0,11.0,0.51,0.0,0.51,0.0,0.0,0.61,0.1,0.72,0.21,0.32,Matches,Brighton-and-Hove-Albion
Mats Wieffer,nl NED,DF,25-306,2,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Brighton-and-Hove-Albion
Georginio Rutter,fr FRA,"FW,MF",23-151,3,2,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,5.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.12,0.07,0.12,Matches,Brighton-and-Hove-Albion
Jack Hinshelwood,eng ENG,MF,20-160,3,2,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brighton-and-Hove-Albion
Diego Gómez,py PAR,MF,22-175,3,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.26,0.29,0.02,0.29,Matches,Brighton-and-Hove-Albion
James Milner,eng ENG,MF,39-257,3,1,99.0,1.1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8,0.0,0.0,0.0,2.0,2.0,1.0,0.91,0.0,0.91,0.0,0.0,0.72,0.0,0.72,0.0,0.0,Matches,Brighton-and-Hove-Albion
Ferdi Kadioglu,tr TUR,"DF,FW",25-346,3,0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brighton-and-Hove-Albion
Brajan Gruda,de GER,"MF,FW",21-110,4,0,68.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.1,1.3,5.0,2.0,7.0,1.32,0.0,1.32,1.32,1.32,1.53,0.17,1.69,1.53,1.69,Matches,Brighton-and-Hove-Albion
Stefanos Tzimas,gr GRE,FW,19-255,1,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brighton-and-Hove-Albion
Diego Coppola,it ITA,DF,21-264,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brighton-and-Hove-Albion
Olivier Boscagli,fr FRA,DF,27-304,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton-and-Hove-Albion
Jason Steele,eng ENG,GK,35-031,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton-and-Hove-Albion
Tom Watson,eng ENG,MF,19-163,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton-and-Hove-Albion
Squad Total,,,26.3,4,44,360.0,4.0,4.0,2.0,6.0,2.0,2.0,3.0,12.0,0.0,6.7,4.4,3.5,7.9,60.0,116.0,115.0,1.0,0.5,1.5,0.5,1.0,1.67,0.86,2.54,1.1,1.97,,Brighton-and-Hove-Albion
Opponent Total,,,26.9,4,44,360.0,4.0,6.0,4.0,10.0,5.0,1.0,1.0,13.0,0.0,5.6,4.8,3.9,8.7,71.0,127.0,127.0,1.5,1.0,2.5,1.25,2.25,1.39,0.98,2.38,1.2,2.18,,Brighton-and-Hove-Albion
Altay Bayındır,tr TUR,GK,27-157,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Manchester-United
Bruno Fernandes,pt POR,MF,31-010,4,4,360.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.9,0.4,1.2,1.6,9.0,40.0,10.0,0.25,0.0,0.25,0.0,0.0,0.48,0.31,0.79,0.09,0.4,Matches,Manchester-United
Matthijs de Ligt,nl NED,DF,26-037,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.13,0.08,0.13,Matches,Manchester-United
Bryan Mbeumo,cm CMR,MF,26-042,4,4,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7,1.7,1.3,3.1,17.0,11.0,40.0,0.25,0.0,0.25,0.25,0.25,0.44,0.33,0.77,0.44,0.77,Matches,Manchester-United
Luke Shaw,eng ENG,DF,30-068,4,4,345.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,6.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Manchester-United
Leny Yoro,fr FRA,DF,19-309,4,4,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,4.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.08,0.07,0.08,Matches,Manchester-United
Patrick Dorgu,dk DEN,DF,20-327,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.4,10.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.13,0.08,0.13,Matches,Manchester-United
Amad Diallo,ci CIV,"DF,MF",23-069,4,3,267.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.7,1.6,19.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.29,0.24,0.53,0.29,0.53,Matches,Manchester-United
Matheus Cunha,br BRA,"FW,MF",26-114,3,3,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.35,0.07,0.42,0.35,0.42,Matches,Manchester-United
Casemiro,br BRA,MF,33-207,4,3,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.28,0.04,0.32,0.28,0.32,Matches,Manchester-United
Mason Mount,eng ENG,MF,26-251,3,3,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,3.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.09,0.19,0.29,0.09,0.29,Matches,Manchester-United
Diogo Dalot,pt POR,DF,26-184,3,2,183.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,10.0,6.0,19.0,0.0,0.49,0.49,0.0,0.49,0.01,0.37,0.38,0.01,0.38,Matches,Manchester-United
Benjamin Šeško,si SVN,FW,22-110,4,1,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.23,0.03,0.26,0.23,0.26,Matches,Manchester-United
Manuel Ugarte,uy URU,MF,24-160,3,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,Matches,Manchester-United
Noussair Mazraoui,ma MAR,DF,27-308,2,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-United
Kobbie Mainoo,eng ENG,MF,20-152,2,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.25,0.08,0.25,Matches,Manchester-United
Joshua Zirkzee,nl NED,"FW,MF",24-119,2,0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.7,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,0.06,0.88,0.82,0.88,Matches,Manchester-United
Harry Maguire,eng ENG,DF,32-197,3,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,Manchester-United
Ayden Heaven,eng ENG,DF,18-361,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-United
Tyler Fredricson,eng ENG,DF,20-207,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
Tom Heaton,eng ENG,GK,39-156,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
Senne Lammens,be BEL,GK,23-073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
Diego León,py PAR,DF,18-168,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
André Onana,cm CMR,GK,29-169,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
Squad Total,,,26.1,4,44,360.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,7.9,6.3,5.3,11.6,98.0,180.0,180.0,0.5,0.25,0.75,0.25,0.5,1.98,1.33,3.31,1.58,2.91,,Manchester-United
Opponent Total,,,26.7,4,44,360.0,4.0,7.0,5.0,12.0,7.0,0.0,0.0,10.0,0.0,6.9,6.9,5.0,11.9,58.0,110.0,107.0,1.75,1.25,3.0,1.75,3.0,1.73,1.25,2.98,1.73,2.98,,Manchester-United
Elliot Anderson,eng ENG,MF,22-316,4,4,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.1,1.5,7.0,36.0,10.0,0.0,0.25,0.25,0.0,0.25,0.1,0.27,0.36,0.1,0.36,Matches,Nottingham-Forest
Nikola Milenković,rs SRB,DF,27-341,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Nottingham-Forest
Matz Sels,be BEL,GK,33-204,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Neco Williams,wls WAL,DF,24-158,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.4,11.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,Matches,Nottingham-Forest
Ibrahim Sangaré,ci CIV,MF,27-290,4,4,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Nottingham-Forest
Morgan Gibbs-White,eng ENG,MF,25-234,4,4,326.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,7.0,25.0,34.0,0.0,0.28,0.28,0.0,0.28,0.19,0.08,0.27,0.19,0.27,Matches,Nottingham-Forest
Callum Hudson-Odoi,eng ENG,FW,24-315,4,4,308.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.9,14.0,10.0,36.0,0.29,0.0,0.29,0.29,0.29,0.11,0.16,0.27,0.11,0.27,Matches,Nottingham-Forest
Murillo,br BRA,DF,23-076,4,4,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Chris Wood,nz NZL,FW,33-285,4,4,296.0,3.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.6,1.6,0.2,1.7,0.0,5.0,7.0,0.61,0.0,0.61,0.61,0.61,0.48,0.05,0.53,0.48,0.53,Matches,Nottingham-Forest
Dan Ndoye,ch SUI,FW,24-328,4,4,295.0,3.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,18.0,6.0,30.0,0.31,0.31,0.61,0.31,0.61,0.03,0.13,0.16,0.03,0.16,Matches,Nottingham-Forest
Ola Aina,ng NGA,DF,28-345,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,5.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Nottingham-Forest
Morato,br BRA,DF,24-080,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
James Mcatee,eng ENG,"MF,FW",22-335,3,0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,Matches,Nottingham-Forest
Nicolò Savona,it ITA,DF,22-183,1,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Nottingham-Forest
Arnaud Kalimuendo,fr FRA,FW,23-241,3,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.19,0.02,0.21,0.19,0.21,Matches,Nottingham-Forest
Igor Jesus,br BRA,FW,24-205,3,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,Nottingham-Forest
Dilane Bakwa,fr FRA,FW,23-023,1,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Ryan Yates,eng ENG,MF,27-301,3,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Jota Silva,pt POR,FW,26-048,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Omari Hutchinson,eng ENG,"FW,MF",21-323,2,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,1.65,1.65,1.65,Matches,Nottingham-Forest
Zach Abbott,eng ENG,DF,19-128,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Taiwo Awoniyi,ng NGA,FW,28-037,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Willy Boly,ci CIV,DF,34-227,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Jair Cunha,br BRA,DF,20-195,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Angus Gunn,sct SCO,GK,29-239,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
John,br BRA,GK,29-217,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Douglas Luiz,br BRA,MF,27-132,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Squad Total,,,26.7,4,44,360.0,4.0,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,3.7,3.7,3.3,7.0,75.0,171.0,169.0,1.0,0.75,1.75,1.0,1.75,0.92,0.83,1.75,0.92,1.75,,Nottingham-Forest
Opponent Total,,,26.0,4,44,360.0,4.0,8.0,5.0,13.0,6.0,2.0,2.0,6.0,0.0,6.7,5.2,4.7,9.9,75.0,129.0,127.0,2.0,1.25,3.25,1.5,2.75,1.69,1.17,2.85,1.31,2.47,,Nottingham-Forest
Joe Rodon,wls WAL,DF,27-331,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Anton Stach,de GER,MF,26-307,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,1.3,8.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.13,0.2,0.33,0.13,0.33,Matches,Leeds-United
Pascal Struijk,nl NED,DF,26-038,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,Leeds-United
Jayden Bogle,eng ENG,DF,25-053,4,4,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.2,16.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.06,0.04,0.06,Matches,Leeds-United
Gabriel Gudmundsson,se SWE,DF,26-142,4,4,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,9.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12,Matches,Leeds-United
Lucas Perri,br BRA,GK,27-282,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Daniel James,wls WAL,FW,27-312,4,3,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,8.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.18,0.12,0.3,0.18,0.3,Matches,Leeds-United
Wilfried Gnonto,it ITA,FW,21-317,4,3,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,4.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches,Leeds-United
Sean Longstaff,eng ENG,MF,27-323,4,2,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Leeds-United
Ilia Gruev,bg BUL,MF,25-135,3,2,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Ethan Ampadu,wls WAL,MF,25-004,2,2,167.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
